V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,Class
0.000385773,0,0.789089692,0.745349133,0.007354687,0.398020449,0.537970131,0.294011591,0.311186615,0.245918773,0.334894578,0,0.309166282,0.054385284,0.09974359,0.183238866,0.442225,0.596808714,0.54111668,0.582748945,0.453237727,0.556862661,0.547071789,0.492078682,0.166331128,0.285029906,0.342470788,0.553810146,0.466211584,0.585895804,0.083191286,0.170649256,0.16818568,0.079294872,0.162955465,0.32845,0.291704335,0.31944946,0.364372182,0.305406205,0.388435656,0.392436715,0.353616777,0.113544199,0.108200925,0.200507613,0.121744627,0.281455831,0.014558427,0.119578527,2
0,0,0.666047523,0.544120837,0,0.476724943,0.391494281,0.292576581,0.422323708,0.154796133,0.430560847,0,0.36074303,0.162617328,0.622371795,0.393421053,0.612775,0.68,0.711765936,0.750934624,0.686433145,0.754342218,0.7495494,0.702521269,0.672205434,0.769590154,0.635658733,0.571799737,0.651495041,0.616106107,0,0.016986732,-0.00418539,0.522628205,0.210182187,0.17055,0.083191286,0.170649256,0.16818568,0.233195418,0.197479557,0.202477611,0.210442587,0.505874306,0.484560248,0.293187944,0.017989591,0.185283457,0.030210303,0.163611886,2
1.32E-05,7.11E-05,0.648661312,0.464319059,0.032745142,0.514410665,0.366703055,0.3330819,0.47512333,0.176390875,0.481880821,0,0.303858868,0.229035325,0.704102564,0.560101215,0.697075,0.68,0.728752668,0.746749234,0.729839737,0.713005919,0.760605982,0.757183373,0.71208215,0.795917301,0.672863912,0.549544831,0.651962419,0.549684414,-0.027616133,-0.060871077,-0.071663794,0.081730769,0.166680162,0.0843,0,0.016986732,-0.00418539,0.043406592,-0.041336299,0.011056582,0.054662104,0.039876715,0.026327147,0.037205179,-0.022254907,0.000467379,-0.066421694,0.059144902,4
0,0,0.62811245,0.409261646,0,0.53803359,0.350632864,0.365013951,0.475018337,0.18961567,0.483021673,0,0.262872076,0.271778808,0.705128205,0.648157895,0.715675,0.652383867,0.667881591,0.67508544,0.665135745,0.642224302,0.654372055,0.657016833,0.654090549,0.73783251,0.608305227,0.458835372,0.588018172,0.422933108,-0.127940075,-0.126181381,-0.13453552,0.001025641,0.08805668,0.0186,-0.027616133,-0.060871077,-0.071663794,-0.064703992,-0.070781617,-0.106233927,-0.10016654,-0.057991601,-0.058084791,-0.064558684,-0.090709459,-0.063944247,-0.126751305,0.055932037,4
0,7.63E-06,0.615210843,0.39253077,0.002899151,0.55318156,0.348156416,0.383742679,0.422163144,0.199149121,0.433740634,0,0.243978853,0.294152788,0.671410256,0.696761134,0.68895,0.524443792,0.541700211,0.54054992,0.559998186,0.47212789,0.494776278,0.565135698,0.572157942,0.654540052,0.546334288,0.385648254,0.485449592,0.266865554,-0.224281649,-0.199814754,-0.196614767,-0.033717949,0.048603239,-0.026725,-0.127940075,-0.126181381,-0.13453552,-0.105137559,-0.170096413,-0.159595777,-0.091881135,-0.081932607,-0.083292458,-0.061970939,-0.073187118,-0.102568579,-0.156067554,0.067277244,4
0,0.010392641,0.60143909,0.408790245,0.723658499,0.558848647,0.338038037,0.383902123,0.321148692,0.203075624,0.339201794,0,0.246887576,0.308626712,0.399807692,0.539493927,0.517475,0.300162143,0.341885457,0.343935153,0.297935041,0.284091321,0.274275057,0.260982962,0.285896967,0.370174066,0.316966439,0.224008224,0.210947483,0.078205392,-0.151267675,-0.202378848,-0.211842737,-0.271602564,-0.157267207,-0.171475,-0.224281649,-0.199814754,-0.196614767,-0.262063145,-0.188036569,-0.220501222,-0.304152736,-0.286260974,-0.284365986,-0.229367849,-0.161640029,-0.274502109,-0.188660162,0.047654707,4
0,6.55E-05,0.612600402,0.488495405,0.012725745,0.548979699,0.364563058,0.350492134,0.173283094,0.217584831,0.197182319,0,0.287421166,0.27790647,0.382115385,0.646093117,0.4091,0.148894468,0.139506609,0.132092416,0.152103931,0.142132714,0.157179906,0.154920906,0.271934994,0.346854461,0.32369172,0.242383528,0.146324473,0.039954389,-0.147160366,-0.113960543,-0.10623928,-0.017692307,0.10659919,-0.108375,-0.151267675,-0.202378848,-0.211842737,-0.145831111,-0.141958607,-0.117095151,-0.106062056,-0.013961973,-0.023319605,0.006725281,0.018375304,-0.06462301,-0.038251003,0.081683033,4
0.002579104,0.020595143,0.756375502,0.898643901,0.994639313,0.402231613,0.504821668,0.199429675,0.103331438,0.456359664,0.142133914,0,0.377020872,0.015540908,0.023461538,0.021882591,0.000925,0.075930899,0.118810788,0.107610926,0.102556667,0.100575077,0.115100794,0.096648826,0.148594462,0.178824458,0.154450534,0.447979556,0.155868072,0.418588991,0.242090626,0.192638596,0.189467049,0.023397438,0.021842091,0.0007,0.075930899,0.095614262,0.085407832,0.080532879,0.080365395,0.093364366,0.072862098,0.062085297,0.052035027,0.101094983,0.185648895,0.12706013,0.241678846,0.071508721,2
0.000583451,0.038240904,0.759688755,0.845686641,0.999993324,0.42485184,0.475099604,0.251881152,0.208773316,0.511314313,0.2579477,0,0.317068148,0.033614387,0.083141026,0.087813765,0.442225,0.318021525,0.311449385,0.297077975,0.241118878,0.350326416,0.347898101,0.282372114,0.230117977,0.249482895,0.290825112,0.531433412,0.307554488,0.443987435,0.35409397,0.365244886,0.435901445,0.059679488,0.065931174,0.4413,0.242090626,0.192638596,0.189467049,0.138562211,0.249751339,0.232797307,0.185723288,0.081523515,0.070658437,0.136374578,0.083453856,0.151686417,0.025398444,0.12753447,1
9.88E-05,0,0.784337349,0.670214893,0.002899151,0.388633738,0.495468339,0.327164014,0.413013721,0.245992804,0.430875906,0,0.292004039,0.028119213,0.099871795,0.105769231,0.278925,0.672115495,0.676694271,0.732979421,0.610265706,0.695463482,0.66391261,0.658581169,0.255157753,0.265016326,0.188133663,0.363633647,0.295584876,0.485969634,0.007884505,0.013115404,-0.017235575,0.016730769,0.017955466,-0.1633,0.35409397,0.365244886,0.435901445,0.369146829,0.345137066,0.31601451,0.376209055,0.025039776,0.015533431,-0.102691449,-0.167799764,-0.011969613,0.041982199,0.204326127,2
7.38E-06,0,0.764340696,0.59716302,0.000961298,0.405755718,0.454533995,0.36321099,0.465892273,0.26688036,0.48129144,0,0.266303884,0.039992628,0.684807692,0.55388664,0.698325,0.68,0.689809675,0.715743845,0.707017838,0.698773457,0.709798763,0.710441891,0.794716986,0.781492981,0.659421285,0.541711749,0.642339163,0.539500102,-0.040848875,-0.053797785,-0.073227311,0.584935897,0.448117409,0.4194,0.007884505,0.013115404,-0.017235575,0.096752131,0.003309975,0.045886153,0.051860722,0.539559233,0.516476654,0.471287622,0.178078101,0.346754288,0.053530468,0.235615375,4
0,0,0.743440428,0.547450444,0,0.438645802,0.414721784,0.387385398,0.467006875,0.272401492,0.482446655,0,0.248338925,0.101369949,0.704102564,0.650708502,0.704775,0.639151125,0.63601189,0.642516534,0.656568617,0.628813331,0.631357649,0.638906087,0.751803392,0.729448313,0.624570994,0.477215686,0.586233845,0.423564417,-0.121748859,-0.113963798,-0.122427303,0.019294872,0.096821862,0.00645,-0.040848875,-0.053797785,-0.073227311,-0.050449221,-0.069960126,-0.078441114,-0.071535804,-0.042913594,-0.052044668,-0.03485029,-0.064496062,-0.056105318,-0.115935685,0.053119266,4
0,0,0.735458501,0.518254371,0,0.45875382,0.391520472,0.400717504,0.415135718,0.268544666,0.433535304,0,0.238427245,0.142660763,0.641410256,0.687004049,0.6685,0.517402266,0.522048092,0.520089232,0.548333235,0.495173204,0.527988186,0.533836601,0.616372568,0.603733276,0.499627341,0.324959465,0.466728424,0.264259973,-0.163782981,-0.177731222,-0.177857853,-0.062692308,0.036295547,-0.036275,-0.121748859,-0.113963798,-0.122427303,-0.108235383,-0.133640128,-0.103369463,-0.105069486,-0.135430824,-0.125715037,-0.124943653,-0.152256221,-0.119505422,-0.159304445,0.050987116,4
0,0,0.725117135,0.511809225,0,0.466047274,0.376224431,0.40043541,0.315170954,0.258717479,0.338387775,0,0.239016781,0.164205516,0.532692308,0.669939271,0.57455,0.353619285,0.34431687,0.342231379,0.348298632,0.316477536,0.314161286,0.315057009,0.457443043,0.455180306,0.364550009,0.21053691,0.312016795,0.118614979,-0.200721886,-0.203978173,-0.203677551,-0.108717948,-0.017064778,-0.09395,-0.163782981,-0.177731222,-0.177857853,-0.200034603,-0.178695667,-0.2138269,-0.218779592,-0.158929525,-0.14855297,-0.135077332,-0.114422555,-0.154711629,-0.145644994,0.049949992,4
0,0.000124699,0.732764391,0.550307049,0.044036571,0.449836643,0.40022967,0.375813327,0.179267963,0.240253078,0.205883641,0,0.25952531,0.125705289,0.369615385,0.607955466,0.4201,0.152897399,0.140338697,0.138553828,0.153836963,0.162520923,0.159652117,0.157721663,0.274364068,0.282051204,0.21441984,0.109488475,0.152098555,0.04147704,-0.142664885,-0.117220194,-0.113019056,-0.163076923,-0.061983805,-0.15445,-0.200721886,-0.203978173,-0.203677551,-0.194461669,-0.153956613,-0.154509169,-0.157335346,-0.183078974,-0.173129102,-0.150130169,-0.101048435,-0.15991824,-0.077137939,0.041020247,4
6.95E-05,0.001449959,0.690411647,0.689721136,0.072844973,0.516956657,0.3123364,0.322619814,0.301446327,0.273396097,0.330949278,0,0.291353003,0.27573664,0.025897436,0.030668016,0.442225,0.485510684,0.493271296,0.546464343,0.492419902,0.279203373,0.28446951,0.330753323,0.133906179,0.150798098,0.13106289,0.401026907,0.208427361,0.473755092,-0.037708391,-0.045967035,-0.081561022,0.013974359,0.02174089,0.4413,0.246065847,0.29668614,0.333781129,0.34575083,0.150328209,0.171876257,0.222888694,0.038191485,0.037186278,0.024330789,0.022585916,0.097283797,0.006261291,0.152890616,2
0,0.062613586,0.74958166,0.803680873,0.999993145,0.446371103,0.421939081,0.303026401,0.330078293,0.395042551,0.369145804,0,0.261684223,0.102081198,0.108525641,0.142489879,0.168425,0.447802293,0.447304261,0.464903321,0.39524731,0.342112245,0.367269619,0.368644527,0.225260202,0.237961928,0.351214014,0.553665034,0.410370435,0.393856182,0.034282107,-0.025120075,-0.069699646,0.082628205,0.111821863,-0.2738,-0.037708391,-0.045967035,-0.081561022,-0.097172592,0.062908872,0.082800109,0.037891204,0.091354024,0.08716383,0.220151125,0.152638128,0.201943074,-0.07989891,0.119451143,2
0,0.060446643,0.735174029,0.764599967,0.95803402,0.49017391,0.380530373,0.337840738,0.303208101,0.442439295,0.36153047,0,0.236426837,0.187728498,0.392307692,0.21,0.6282,0.4820844,0.422184186,0.395203675,0.378097424,0.476639145,0.450666777,0.438906298,0.487550499,0.488947014,0.572940455,0.593674136,0.384122175,0.338095903,-0.0276484,0.036258093,0.070490138,0.283782051,0.067510121,0.459775,0.034282107,-0.025120075,-0.069699646,-0.017149886,0.1345269,0.083397158,0.070261771,0.262290297,0.250985087,0.221726441,0.040009102,-0.02624826,-0.055760278,0.140929691,4
0,0.002644688,0.705354752,0.724181611,0.954158671,0.511642121,0.348294242,0.362671327,0.30237676,0.460756145,0.369888241,0,0.226328551,0.239555892,0.396346154,0.294433198,0.704775,0.454436,0.458442278,0.465693813,0.50329681,0.460387624,0.430552307,0.427655479,0.457640818,0.456387103,0.349744894,0.275392202,0.345826742,0.321692465,-0.080840256,0.00111081,0.011857128,0.004038462,0.084433198,0.076575,-0.0276484,0.036258093,0.070490138,0.125199386,-0.016251521,-0.020114469,-0.011250819,-0.029909682,-0.032559911,-0.223195561,-0.318281935,-0.038295433,-0.016403438,0.102575224,2
0,0.021930442,0.678396921,0.663032042,0.980007006,0.531478393,0.317763454,0.386422591,0.382219432,0.341980111,0.412693386,0,0.224411745,0.288070615,0.346987179,0.318987854,0.6685,0.373595744,0.459553088,0.477550941,0.483161965,0.419400621,0.410436542,0.410186988,0.369971794,0.373177184,0.271141851,0.183744277,0.322400837,0.252213539,-0.122663856,-0.178325902,-0.195544876,-0.049358975,0.024554656,-0.036275,-0.080840256,0.00111081,0.011857128,-0.020134845,-0.040987003,-0.020115765,-0.017468491,-0.087669024,-0.083209919,-0.078603043,-0.091647925,-0.023425905,-0.069478926,0.059099942,4
0,0.013089387,0.665411647,0.631733894,0.944269314,0.541034366,0.318148292,0.386539109,0.254480353,0.400996517,0.292376,0,0.233585933,0.299511037,0.396666667,0.530425101,0.238825,0.250931888,0.281227186,0.282006066,0.266101036,0.263826563,0.256410918,0.25228738,0.384782145,0.387393451,0.37707782,0.317579132,0.288225518,0.135673215,-0.13567991,-0.162106912,-0.165713092,0.049679488,0.211437247,-0.429675,-0.122663856,-0.178325902,-0.195544876,-0.217060929,-0.155574058,-0.154025625,-0.157899608,0.014810351,0.014216267,0.105935968,0.133834855,-0.034175319,-0.116540325,0.149458809,4
0,0.021917724,0.666666667,0.662265335,0.906756844,0.508800927,0.351761595,0.362597736,0.149315588,0.304144141,0.180726265,0,0.250416803,0.23333074,0.302884615,0.507510121,0.330675,0.115251978,0.119120275,0.116292973,0.116438871,0.116709993,0.110702779,0.116804182,0.270404088,0.275629176,0.205110068,0.132777216,0.143017597,0.06163628,-0.095566862,-0.093873899,-0.091687961,-0.093782052,-0.02291498,0.09185,-0.13567991,-0.162106912,-0.165713092,-0.149662165,-0.14711657,-0.145708139,-0.135483198,-0.114378057,-0.111764275,-0.171967751,-0.184801917,-0.145207921,-0.074036934,0.063487202,4
0.030943149,0.025692246,0.612751004,0.851285605,0.999995231,0.743140269,0.2781605,0.322957102,0.091602915,0.585242961,0.134975862,0.009246744,0.199813586,0.613235358,0.015192308,0.004777328,0.0287,0.089215227,0.119462971,0.083668316,0.102092655,0.136276806,0.123669999,0.128893258,0.071600842,0.105262417,0.120604442,0.401405171,0.109870463,0.347901949,0.292724217,0.188768869,0.13433816,0.015128208,0.004777328,0.02865,0.089215227,0.099748976,0.083668316,0.084879754,0.102343684,0.10040588,0.104267485,0.037203116,0.039707641,0.066899475,0.137943707,0.057230088,0.093278056,0.066321097,2
0.019597964,0.00570317,0.622991968,0.811039978,0.733515611,0.78986758,0.348577106,0.333707416,0.101959393,0.689774834,0.178272903,0.011341544,0.213923717,0.660599679,0.131410256,0.040809717,0.172,0.381939444,0.30823184,0.218006475,0.252691414,0.18738595,0.264926464,0.262584462,0.194707226,0.2240371,0.422539758,0.57784012,0.375764133,0.449104221,0.041012474,0.135578085,0.228662423,0.116217948,0.036032389,0.1433,0.292724217,0.188768869,0.13433816,0.15059876,0.051109144,0.141256465,0.133691204,0.123106384,0.118774684,0.301935316,0.176434949,0.26589367,0.101202272,0.076715231,4
0,0.041287611,0.679886212,0.701900161,0.891351054,0.513690984,0.32077107,0.352215373,0.303793556,0.38087353,0.359934455,0,0.248235308,0.264793335,0.310448718,0.174736842,0.114425,0.422951918,0.443809925,0.446668899,0.387934517,0.386301426,0.386301213,0.410014078,0.35936108,0.383074843,0.502505484,0.576242563,0.412695825,0.451005771,0.015521464,-0.064495411,-0.136357036,0.179038462,0.133927125,-0.057575,0.041012474,0.135578085,0.228662423,0.135243103,0.198915476,0.121374749,0.147429615,0.164653854,0.159037743,0.079965726,-0.001597557,0.036931691,0.00190155,0.100464698,4
0.003340166,0.134596843,0.65998996,0.674540178,0.973443745,0.555448045,0.282612159,0.390617237,0.375783363,0.43786384,0.424528342,0,0.216309489,0.345312879,0.226089744,0.211518219,0.1561,0.438473382,0.379314513,0.310311863,0.306419489,0.269774505,0.26669163,0.26716931,0.25709305,0.28074449,0.14932209,0.112202125,0.338132529,0.355609126,-0.095550075,-0.117588472,-0.13812051,-0.084358974,0.036781377,0.041675,0.015521464,-0.064495411,-0.136357036,-0.081515028,-0.116526921,-0.119609583,-0.142844768,-0.10226803,-0.102330353,-0.353183394,-0.464040438,-0.074563295,-0.095396646,0.118392823,4
0.00041213,0.209139969,0.635374833,0.655523121,0.999987602,0.568571947,0.271088036,0.399448072,0.30459662,0.49330896,0.378079535,0,0.214066902,0.3704506,0.191025641,0.177165992,0.704775,0.342923307,0.261726042,0.172191353,0.211694711,0.187515015,0.172574616,0.163416956,0.203980902,0.229256242,0.154429273,0.133468268,0.28507173,0.219740728,-0.051611908,-0.042804402,0.013431931,-0.035064103,-0.034352227,0.548675,-0.095550075,-0.117588472,-0.13812051,-0.094724778,-0.08225949,-0.094117014,-0.103752353,-0.053112149,-0.051488248,0.005107182,0.021266143,-0.053060799,-0.135868397,0.147971419,2
5.27E-05,0.105424697,0.619695448,0.669350125,0.990063018,0.583567419,0.288581947,0.391414466,0.198021453,0.526193765,0.287860393,0,0.217308319,0.376156811,0.134807692,0.126295547,0.6685,0.291311399,0.21892164,0.185623283,0.148417259,0.168035477,0.140180089,0.130356531,0.1410463,0.164369421,0.109881108,0.1183953,0.141247097,0.1029942,-0.068107905,-0.022540953,-0.004949084,-0.056217949,-0.050870445,-0.036275,-0.051611908,-0.042804402,0.013431931,-0.063277453,-0.019479537,-0.032394527,-0.033060426,-0.062934601,-0.064886821,-0.044548165,-0.015072968,-0.143824633,-0.116746529,0.036483196,2
0.010538057,0.016717766,0.615512048,0.688110651,0.976647533,0.581997773,0.296383202,0.386643363,0.164779614,0.54861336,0.23669371,0,0.215370054,0.368505971,0.179807692,0.340303644,0.421875,0.223203494,0.196380687,0.180674199,0.130534025,0.161069394,0.140717803,0.146216202,0.180451752,0.197345312,0.268206789,0.362586944,0.124179029,0.065088224,-0.108684555,-0.101886944,-0.099513927,0.045,0.214008097,-0.246625,-0.068107905,-0.022540953,-0.004949084,-0.017883234,-0.006966083,0.000537714,0.015859671,0.039405452,0.032975891,0.158325681,0.244191644,-0.017068068,-0.037905975,0.114402717,4
0.000915311,0.001516097,0.617068273,0.704015695,0.780542885,0.56729204,0.304322147,0.369325116,0.072655174,0.582805633,0.124544542,0,0.227507208,0.343452026,0.189038462,0.242975709,0.275,0.114518939,0.094493743,0.081160272,0.103719829,0.064828454,0.076863536,0.082728971,0.185375024,0.195565905,0.202242847,0.212701361,0.099579865,0.061663247,-0.087839325,-0.072686855,-0.062639763,0.00923077,-0.097327935,-0.146875,-0.108684555,-0.101886944,-0.099513927,-0.026814196,-0.09624094,-0.063854267,-0.063487231,0.004923272,-0.001779406,-0.065963942,-0.149885583,-0.024599164,-0.003424978,0.048435619,4
